elapsed_ms
0.078042
0.063500
0.067042
0.060292
0.058667
0.061584
0.059792
0.060459
0.063667
0.060167
0.066667
0.087542
0.136625
0.068042
0.067291
0.081000
0.061709
0.057666
0.058542
0.059333
0.061417
0.057500
0.063000
0.065959
0.063750
0.058125
0.064625
0.065292
0.064625
0.074125
0.066750
0.065166
0.066166
0.074541
0.066084
0.056917
0.056042
0.056500
0.065584
0.065042
0.057375
0.064666
0.074208
0.059125
0.065791
0.067167
0.056417
0.067917
0.058042
0.072375
0.056917
0.059541
0.062792
0.062209
0.061084
0.057958
0.058208
0.070041
0.058250
0.063666
0.126041
0.067375
0.056459
0.070333
0.064250
0.064084
0.057000
0.057292
0.063583
0.068583
0.064750
0.064917
0.063458
0.063666
0.064375
0.063834
0.064875
0.064625
0.065042
0.064458
0.081084
0.060833
0.065667
0.065625
0.057917
0.065459
0.057625
0.065000
0.065209
0.065459
0.065083
0.065333
0.064959
0.080042
0.091125
0.074958
0.064083
0.069625
0.068917
0.066542
