elapsed_ms
11.276334
11.211792
12.076916
11.506541
11.248208
11.219916
11.638917
12.298667
12.620041
11.552042
11.283375
11.300417
11.407625
11.220458
11.218750
11.162625
11.202375
11.263375
11.534792
11.357458
11.621667
11.438458
11.411875
11.482291
11.557917
11.584083
11.443667
11.248625
11.297500
11.128333
11.416125
11.163375
11.178250
11.171042
11.123667
11.124958
11.193208
11.610959
11.439208
11.678417
11.606833
12.303917
11.901959
11.038166
11.372625
11.372958
11.444167
11.173209
11.246541
11.199125
11.206083
11.202750
11.086708
11.399292
11.234791
11.609292
11.597500
15.252917
11.148292
11.556042
11.261459
11.111458
11.135125
11.292500
11.339166
11.024375
11.216417
11.211958
11.134291
11.178625
11.199709
11.088166
11.111042
11.336583
11.246667
11.189375
11.203042
11.113291
11.205084
11.113709
11.106042
11.143375
11.396333
11.110625
11.472667
12.266708
12.212792
11.290333
11.408250
11.258625
11.375833
11.176917
11.148500
11.318042
11.625583
11.540625
10.993916
11.433292
11.304583
11.152333
11.492167
11.269417
11.319167
11.390458
11.027750
11.211292
11.411417
11.004750
11.278625
11.318666
11.366917
11.020917
11.324125
11.836500
11.307792
11.243750
11.257583
11.203583
11.393459
11.081959
11.133042
11.673083
12.244667
11.756833
11.348083
11.431375
12.324500
11.173709
11.316459
10.970584
11.285166
11.525625
11.174041
11.825792
11.413417
11.926292
11.762625
12.178083
11.480042
11.241959
11.145417
11.349208
11.577208
11.293834
11.234875
11.146833
11.172750
11.293125
11.197083
11.181875
11.221000
11.314166
11.171708
11.236542
11.127417
11.248459
11.186750
11.135041
11.168875
11.152458
11.110000
11.054250
11.202917
11.168125
11.163541
11.150333
11.141833
11.019166
11.051917
11.103333
11.249291
11.241833
11.124792
11.074916
11.263125
11.273292
11.156792
11.150541
11.182125
11.307500
11.141083
11.109833
11.246375
11.081292
11.385167
11.078667
11.249292
11.104125
11.378458
11.275291
11.499458
11.147209
11.228709
11.161416
11.319375
11.145750
11.333375
11.305709
11.391584
11.231500
11.248500
11.377167
11.308458
11.282250
11.227667
11.259042
11.345791
11.126042
11.276208
11.176458
11.535792
11.271291
11.289375
11.355250
11.308125
11.097708
11.164334
11.311625
11.272916
11.243208
11.178084
11.161084
11.393000
11.348042
11.318708
11.216000
11.252875
11.192167
11.144708
11.256958
