elapsed_ms
0.092625
0.089209
0.077416
0.067292
0.220000
0.086084
0.079708
0.073042
0.057208
0.073833
0.059375
0.056250
0.078083
0.074542
0.074416
0.071666
0.064708
0.063583
0.062959
0.062083
0.053875
0.054750
0.062750
0.053708
0.053709
0.053375
0.062125
0.070708
0.062958
0.062584
0.054708
0.069166
0.065417
0.063000
0.057834
0.064584
0.079917
0.060000
0.062625
0.061917
0.064750
0.075958
0.068834
0.065959
0.067167
0.072250
0.063125
0.087625
0.079125
0.067333
0.063833
0.062083
0.062833
0.056459
0.062709
0.065500
0.093625
0.062000
0.065084
0.061458
0.061000
0.073125
0.070000
0.057125
0.062291
0.061750
0.062959
0.061834
0.061208
0.062333
0.063958
0.108208
0.069667
0.068833
0.065959
0.061333
0.060417
0.061958
0.061958
0.064167
0.063084
0.062541
0.064666
0.063750
0.063125
0.062084
0.068083
0.064666
0.073916
0.064917
0.063375
0.063750
0.061667
0.066459
0.086917
0.068416
0.084833
0.073250
0.066667
0.056125
