elapsed_ms
0.256209
0.228375
0.237417
0.229167
0.227417
0.224958
0.224667
0.221667
0.220083
0.219417
0.263583
0.257917
0.248292
0.236375
0.197500
0.221958
0.217875
0.220791
0.215209
0.217583
0.218042
0.224542
0.220750
0.252417
0.242083
0.233292
0.220667
0.240417
0.226584
0.221292
0.220500
0.220584
0.221375
0.218292
0.252500
0.234208
0.227166
0.231291
0.208875
0.221250
0.220292
0.218167
0.218167
0.217417
0.217958
0.218042
0.222209
0.223625
0.257084
0.223750
0.221458
0.237833
0.234208
0.224541
0.221833
0.226083
0.225208
0.219459
0.226250
0.236708
0.220500
0.218541
0.198625
0.191166
0.224625
0.214916
0.215791
0.216042
0.217083
0.244708
0.235792
0.227875
0.249916
0.239958
0.232042
0.226709
0.229959
0.223208
0.262917
0.249041
0.235542
0.234667
0.231084
0.224791
0.222084
0.221334
0.228333
0.222500
0.221334
0.242333
0.254458
0.245375
0.238042
0.229333
0.227584
0.220375
0.220791
0.226416
0.250708
0.234667
