elapsed_ms
0.065459
0.048250
0.046125
0.046792
0.060709
0.050209
0.054708
0.050209
0.040125
0.045000
0.043542
0.044917
0.045334
0.044083
0.044584
0.044416
0.044417
0.044083
0.045375
0.045459
0.044584
0.046042
0.045416
0.043791
0.046917
0.041334
0.041333
0.039916
0.045959
0.046042
0.050250
0.050250
0.040750
0.040625
0.046416
0.040791
0.042458
0.045583
0.043042
0.046667
0.051375
0.045875
0.045667
0.045333
0.045250
0.045125
0.045583
0.045208
0.040250
0.040500
0.045500
0.045792
0.054500
0.049875
0.047625
0.050916
0.053666
0.046459
0.046250
0.045250
0.044875
0.046500
0.046750
0.045750
0.047500
0.046417
0.045292
0.046458
0.046583
0.051375
0.049125
0.049792
0.051917
0.048542
0.046292
0.045417
0.046542
0.050042
0.047041
0.046833
0.049709
0.048625
0.041834
0.040542
0.046792
0.045250
0.053916
0.046750
0.046083
0.050458
0.046459
0.046459
0.049125
0.046834
0.045792
0.046416
0.045042
0.044250
0.045291
0.046417
